;;"I02";"I02";"I02";"I02";"I02";"I02";"I03";"I03";"I03";"I03";"I03";"I04";"I04";"I04";"I04";"I04";"I05";"I05";"I05";"I05";"I05";"I07";"I07";"I07";"I07";"I07";"I08";"I08";"I08";"I08";"I08";"I09";"I09";"I09";"I09";"I09";"I10";"I10";"I10";"I10";"I10";"I11";"I11";"I11";"I11";"I11";"I12";"I12";"I12";"I12";"I12";"I13";"I13";"I13";"I13";"I13";"I14";"I14";"I14";"I14";"I14";"I14";"I16";"I16";"I16";"I16";"I16";"I17";"I17";"I17";"I17";"I17";"I18";"I18";"I18";"I18";"I18";"I19";"I19";"I19";"I19";"I19";"I22";"I22";"I22";"I22";"I22";"I23";"I23";"I23";"I23";"I23";"I24";"I24";"I24";"I24";"I24";"I25";"I25";"I25";"I25";"I25";"I25";"I28";"I28";"I28";"I28";"I28";"I29";"I29";"I29";"I29";"I29";"I30";"I30";"I30";"I30";"I30";"I32";"I32";"I32";"I32";"I32";"I33";"I33";"I33";"I33";"I33";"I36";"I36";"I36";"I36";"I36";"I37";"I37";"I37";"I37";"I37";"I39";"I39";"I39";"I39";"I39";"I40";"I40";"I40";"I40";"I40";"I41";"I41";"I41";"I41";"I41";"I42";"I42";"I42";"I42";"I42";"I43";"I43";"I43";"I43";"I43";"I44";"I44";"I44";"I44";"I44";"I45";"I45";"I45";"I45";"I45";"I48";"I48";"I48";"I49";"I49";"I49";"I49";"I49";"I51";"I51";"I51";"I51";"I51";"I52";"I52";"I52";"I52";"I52"
2021-06-14 00:00:00;2021-06-14 02:00:00;51,4379;5,3581;10,42;12,47;19,41;;51,5108;5,3607;7,60;9,51;17,77;51,4915;5,4392;6,46;8,33;17,25;51,4025;5,3515;16,78;18,65;24,77;51,4566;5,4381;5,56;6,87;12,91;51,4465;5,4483;7,85;9,71;15,33;51,4423;5,4844;8,14;10,01;15,90;51,3706;5,1565;9,13;10,85;17,89;51,4454;5,4854;8,45;10,32;15,63;51,4414;5,4714;7,70;9,57;15,59;51,4815;5,5199;5,97;7,59;14,27;51,4681;5,3901;6,62;8,28;16,05;;51,3469;5,3887;9,91;11,55;19,15;51,4137;5,4707;8,27;10,06;15,92;51,5696;5,3113;11,18;12,72;20,51;51,4332;5,5198;6,72;8,42;15,88;51,4372;5,4234;8,11;9,90;16,81;51,4585;5,4050;9,55;11,71;18,31;51,4446;5,4788;8,26;10,22;16,19;51,4546;5,3887;8,06;10,25;16,46;;51,4492;5,4569;9,56;11,62;18,04;51,4351;5,4798;6,79;8,69;15,31;51,4374;5,4516;7,89;9,30;15,64;51,4797;5,4751;6,42;8,20;13,36;51,5295;5,4719;9,45;11,31;19,42;51,4389;5,4818;10,10;12,37;18,99;51,4686;5,4724;9,73;11,79;17,93;51,4390;5,4650;8,44;10,71;17,57;51,4527;5,4852;10,68;12,82;19,08;51,4320;5,6272;10,71;12,75;20,97;51,5923;5,7812;10,96;13,14;25,03;51,5304;5,2846;8,34;10,14;19,72;51,3565;5,6359;8,16;9,83;22,22;51,5835;5,5480;8,83;11,25;17,54;9,48;12,03;20,73;51,4735;5,6531;8,82;11,15;17,49;51,4692;5,6349;8,07;10,18;16,04;51,4778;5,6568;7,48;9,64;15,44
2021-06-15 00:00:00;2021-06-15 02:00:00;51,4379;5,3581;8,34;10,14;17,19;;51,5108;5,3607;5,99;7,65;14,49;51,4915;5,4392;5,13;6,92;16,25;51,4025;5,3515;13,45;15,04;21,30;51,4567;5,4381;4,74;5,94;12,22;51,4464;5,4485;6,57;8,24;13,86;51,4423;5,4844;6,67;8,37;14,01;51,3706;5,1565;7,96;9,44;15,78;51,4454;5,4854;6,71;8,36;14,17;51,4415;5,4714;6,01;7,74;13,98;51,4815;5,5199;5,52;7,24;15,12;51,4681;5,3901;5,34;6,93;14,30;;51,3469;5,3887;8,80;10,19;16,85;51,4137;5,4707;6,31;7,76;13,39;51,5696;5,3113;9,91;11,53;19,70;51,4332;5,5197;5,31;6,77;14,17;51,4372;5,4234;6,52;8,02;14,63;51,4585;5,4050;8,02;9,96;16,46;51,4447;5,4788;6,49;8,15;14,46;51,4546;5,3887;6,72;8,75;15,10;;51,4492;5,4569;7,83;9,64;15,98;51,4351;5,4798;5,54;7,32;13,65;51,4374;5,4516;5,97;7,05;13,85;51,4797;5,4751;4,77;6,34;11,84;51,5295;5,4718;7,40;9,12;17,22;51,4389;5,4817;7,82;9,69;16,40;51,4686;5,4724;7,59;9,44;16,04;51,4390;5,4650;6,89;9,05;16,37;51,4528;5,4851;8,16;9,97;16,08;51,4320;5,6272;8,32;9,96;18,47;51,5923;5,7812;7,63;9,57;18,87;51,5303;5,2845;6,36;7,87;15,74;51,3566;5,6360;6,60;8,13;21,53;51,5835;5,5479;5,18;6,99;13,04;6,47;8,43;16,91;51,4735;5,6531;6,27;8,21;14,19;51,4692;5,6349;5,34;7,05;12,94;51,4776;5,6567;4,98;6,65;12,23
2021-06-16 00:00:00;2021-06-16 02:00:00;51,4379;5,3582;8,76;10,56;17,52;;51,5108;5,3606;5,93;7,82;17,09;51,4915;5,4392;5,54;7,43;18,24;51,4025;5,3515;14,77;16,40;23,10;51,4568;5,4383;4,71;5,95;12,29;51,4464;5,4483;6,43;8,11;14,09;51,4423;5,4844;6,40;8,17;13,84;51,3707;5,1565;7,94;9,43;16,37;51,4454;5,4854;6,60;8,25;13,64;51,4416;5,4714;6,11;7,93;14,36;51,4815;5,5199;4,27;5,70;12,49;51,4681;5,3901;4,98;6,79;16,78;;51,3469;5,3887;9,29;10,72;17,78;51,4137;5,4707;6,81;8,41;14,27;51,5696;5,3113;9,67;11,15;19,65;51,4333;5,5198;5,14;6,68;14,79;51,4372;5,4233;6,55;8,29;16,10;51,4585;5,4050;7,81;9,69;15,94;51,4446;5,4788;6,31;8,02;13,93;51,4546;5,3887;5,86;7,95;14,55;;51,4492;5,4569;8,43;10,29;16,62;51,4351;5,4798;4,77;6,43;13,32;51,4374;5,4516;6,96;8,13;14,34;51,4797;5,4751;4,05;5,66;11,17;51,5295;5,4719;6,89;8,52;16,25;51,4389;5,4819;7,74;9,62;15,75;51,4686;5,4724;7,14;8,93;15,01;51,4390;5,4650;6,75;8,81;16,15;51,4528;5,4851;7,82;9,68;15,70;51,4320;5,6272;8,65;10,45;18,08;51,5923;5,7813;7,05;8,76;18,56;51,5303;5,2845;7,02;8,75;18,30;51,3565;5,6359;6,93;8,61;21,74;51,5835;5,5479;5,96;7,88;14,08;6,72;9,02;18,71;51,4735;5,6531;6,38;8,34;14,42;51,4692;5,6348;5,56;7,42;13,30;51,4778;5,6567;5,28;7,14;12,90
2021-06-17 00:00:00;2021-06-17 02:00:00;51,4379;5,3581;9,89;11,38;18,28;;51,5108;5,3606;6,65;8,31;17,46;51,4915;5,4392;5,63;7,17;17,28;51,4024;5,3515;16,28;17,66;23,88;51,4569;5,4384;4,66;5,73;11,77;51,4464;5,4486;6,93;8,26;14,42;51,4423;5,4844;7,05;8,49;13,96;51,3707;5,1565;8,17;9,40;16,94;51,4454;5,4854;7,96;9,36;14,72;51,4416;5,4714;6,58;8,11;14,62;51,4815;5,5199;5,13;6,45;13,04;51,4681;5,3901;5,18;6,54;14,91;;51,3469;5,3887;9,41;10,63;17,77;51,4136;5,4707;7,18;8,46;14,29;51,5696;5,3114;10,24;11,54;20,36;51,4332;5,5197;6,23;7,69;15,22;51,4372;5,4234;6,07;7,49;14,55;51,4585;5,4050;7,97;9,58;15,14;51,4447;5,4788;7,53;8,99;15,26;51,4546;5,3887;6,40;8,13;14,58;;51,4492;5,4569;9,86;11,45;18,12;51,4351;5,4798;7,08;8,54;15,23;51,4374;5,4515;7,10;8,06;13,96;51,4797;5,4751;4,69;6,02;11,32;51,5295;5,4719;7,94;9,35;17,89;51,4390;5,4820;8,57;10,13;16,82;51,4687;5,4723;8,59;10,14;16,12;51,4390;5,4650;6,98;8,80;16,61;51,4528;5,4851;9,53;11,26;17,70;51,4320;5,6272;9,90;11,47;19,32;51,5923;5,7812;9,41;11,15;23,46;51,5304;5,2846;7,98;9,58;20,46;51,3565;5,6359;7,01;8,50;21,11;51,5835;5,5479;7,75;9,43;16,14;8,41;10,88;22,15;51,4735;5,6531;7,98;9,81;16,11;51,4692;5,6348;6,70;8,39;14,99;51,4775;5,6568;6,73;8,41;14,58
2021-06-18 00:00:00;2021-06-18 02:00:00;51,4379;5,3581;10,09;11,90;19,74;;51,5107;5,3606;7,48;9,35;17,64;51,4915;5,4392;6,53;8,57;20,00;51,4025;5,3515;21,37;23,05;29,67;51,4567;5,4382;5,65;7,02;14,19;51,4465;5,4484;7,14;9,04;16,28;51,4423;5,4844;7,20;9,14;15,54;51,3707;5,1565;8,15;9,57;17,23;51,4454;5,4854;7,73;9,48;15,31;51,4416;5,4715;6,70;8,64;16,27;51,4815;5,5199;5,72;7,67;15,61;51,4681;5,3901;6,61;8,30;18,31;;51,3469;5,3887;9,10;10,69;20,39;51,4135;5,4708;7,50;9,23;16,05;51,5696;5,3113;12,50;14,22;23,79;51,4332;5,5198;6,23;7,98;17,30;51,4372;5,4234;6,22;7,98;16,54;51,4585;5,4050;9,13;11,13;17,99;51,4447;5,4787;7,53;9,42;16,23;51,4546;5,3888;6,89;8,97;15,72;;51,4492;5,4569;9,08;11,13;18,60;51,4351;5,4798;6,06;8,02;16,66;51,4374;5,4516;7,09;8,25;15,36;51,4797;5,4751;5,32;7,24;13,06;51,5295;5,4719;8,88;10,81;19,66;51,4389;5,4821;8,24;10,26;17,82;51,4687;5,4723;8,58;10,45;16,99;51,4390;5,4650;7,23;9,52;17,33;51,4528;5,4851;9,28;11,37;18,61;51,4320;5,6272;9,56;11,66;23,06;51,5923;5,7812;9,86;12,04;27,21;51,5304;5,2846;10,17;12,20;22,91;51,3566;5,6358;6,87;8,83;24,78;51,5835;5,5480;8,26;10,39;17,32;7,33;9,75;20,47;51,4735;5,6530;7,34;9,52;17,11;51,4693;5,6348;6,29;8,27;14,88;51,4776;5,6570;5,86;7,91;15,35
2021-06-19 00:00:00;2021-06-19 02:00:00;51,4379;5,3582;18,05;20,54;24,65;;51,5108;5,3607;13,28;14,75;19,55;51,4915;5,4392;10,55;11,95;16,38;51,4025;5,3514;24,69;27,08;31,76;51,4567;5,4383;10,93;12,27;16,20;51,4464;5,4485;13,12;14,55;17,92;51,4423;5,4844;13,09;14,34;17,67;51,3707;5,1565;16,02;17,72;21,61;51,4454;5,4854;13,36;14,85;18,04;51,4415;5,4715;12,59;13,96;17,47;51,4815;5,5199;10,78;12,29;16,19;51,4681;5,3901;13,62;15,05;18,48;;51,3469;5,3887;15,63;17,43;21,91;51,4135;5,4708;13,45;15,24;18,58;51,5696;5,3114;17,17;18,32;22,45;51,4332;5,5198;11,01;12,43;16,58;51,4372;5,4234;11,54;13,07;17,17;51,4585;5,4050;16,17;18,10;21,54;51,4446;5,4787;13,36;14,99;18,41;51,4546;5,3888;15,08;16,60;19,71;;51,4492;5,4569;16,70;18,32;21,83;51,4351;5,4798;12,30;13,52;17,06;51,4374;5,4516;11,36;12,83;16,70;51,4797;5,4751;11,87;12,91;15,78;51,5295;5,4719;15,14;16,34;20,44;51,4388;5,4823;15,89;17,77;21,20;51,4687;5,4723;15,88;17,62;21,16;51,4390;5,4650;14,45;15,87;19,20;51,4527;5,4851;16,57;18,24;21,54;51,4320;5,6272;15,14;17,33;21,91;51,5923;5,7812;15,33;16,72;21,94;51,5304;5,2846;15,47;17,10;21,76;51,3565;5,6358;9,71;11,07;18,79;51,5835;5,5480;12,62;14,13;17,59;14,49;16,16;20,93;51,4735;5,6531;11,69;13,46;16,99;51,4692;5,6347;10,87;12,42;15,90;51,4773;5,6567;10,43;12,04;15,55
2021-06-20 00:00:00;2021-06-20 02:00:00;51,4379;5,3582;15,45;17,82;21,74;;51,5108;5,3607;11,43;12,87;18,41;51,4915;5,4392;10,22;11,70;16,97;51,4025;5,3515;19,01;21,17;25,40;51,4570;5,4384;9,85;11,13;15,13;51,4467;5,4481;11,35;12,66;16,27;51,4423;5,4844;11,28;12,59;16,23;51,3707;5,1565;13,41;14,86;19,15;51,4454;5,4854;11,23;12,75;16,14;51,4415;5,4714;10,93;12,26;16,14;51,4815;5,5199;9,17;10,51;14,54;51,4681;5,3901;12,12;13,67;17,51;;51,3469;5,3887;12,59;14,06;18,32;51,4135;5,4708;11,27;12,87;16,35;51,5696;5,3114;16,84;18,55;23,04;51,4332;5,5198;9,22;10,67;15,12;51,4372;5,4234;10,19;11,67;16,01;51,4585;5,4050;14,50;16,47;20,32;51,4447;5,4787;11,38;13,01;16,63;51,4546;5,3888;13,63;15,04;18,56;;51,4492;5,4569;14,47;16,05;20,00;51,4351;5,4798;10,54;11,72;15,68;51,4374;5,4516;9,95;11,41;15,49;51,4797;5,4751;10,89;11,89;14,93;51,5295;5,4719;13,55;14,80;19,12;51,4389;5,4822;13,59;15,37;19,27;51,4687;5,4723;14,14;16,03;19,80;51,4390;5,4650;12,85;14,20;17,94;51,4527;5,4851;13,95;15,62;19,30;51,4320;5,6272;13,27;15,12;19,50;51,5923;5,7813;12,10;13,87;19,19;51,5305;5,2846;13,65;15,55;20,96;51,3565;5,6359;8,83;9,90;14,45;51,5835;5,5480;11,22;13,18;16,98;10,32;11,81;16,46;51,4735;5,6531;9,24;11,12;15,44;51,4692;5,6347;8,93;10,31;13,86;51,4774;5,6567;8,50;10,16;13,79
2021-06-21 00:00:00;2021-06-21 02:00:00;51,4379;5,3581;3,40;4,09;7,37;;51,5108;5,3607;3,47;4,18;7,70;51,4915;5,4392;2,38;3,16;7,70;51,4025;5,3514;8,28;8,91;12,13;51,4569;5,4383;2,48;2,99;6,35;51,4506;5,4446;3,13;3,84;6,78;51,4423;5,4844;2,91;3,53;6,46;51,3707;5,1565;4,37;4,93;8,14;51,4454;5,4854;2,89;3,52;6,28;51,4415;5,4714;2,76;3,41;6,29;51,4816;5,5200;2,79;3,45;6,87;51,4681;5,3901;2,28;2,87;5,94;;51,3469;5,3887;5,02;5,54;8,70;51,4135;5,4707;2,78;3,32;6,21;51,5696;5,3114;10,90;12,78;17,45;51,4332;5,5197;2,48;3,03;6,53;51,4372;5,4234;3,06;3,67;7,07;51,4585;5,4050;4,12;4,88;8,29;51,4446;5,4787;2,75;3,42;6,56;51,4546;5,3887;2,94;3,72;6,66;;51,4492;5,4570;3,69;4,42;7,23;51,4352;5,4799;1,81;2,38;5,38;51,4375;5,4517;3,50;3,94;7,13;51,4797;5,4751;1,65;2,31;5,33;51,5295;5,4719;3,95;4,66;8,16;51,4390;5,4822;3,83;4,50;7,32;51,4687;5,4723;3,05;3,76;6,93;51,4390;5,4650;3,09;3,89;7,08;51,4528;5,4851;4,00;4,74;7,77;51,4320;5,6272;5,31;5,88;9,56;51,5923;5,7813;4,48;5,21;8,73;51,5305;5,2845;4,59;5,56;10,99;51,3565;5,6358;3,19;3,68;7,49;51,5835;5,5480;2,47;3,18;6,18;3,03;3,69;7,11;51,4735;5,6531;4,31;5,12;8,00;51,4692;5,6347;2,30;2,90;5,67;51,4774;5,6568;2,19;2,76;5,69
2021-06-22 00:00:00;2021-06-22 02:00:00;51,4379;5,3582;13,76;16,16;22,57;;51,5107;5,3606;9,12;11,44;18,90;51,4915;5,4392;7,42;9,86;18,42;51,4025;5,3514;18,00;20,16;27,72;51,4567;5,4382;8,14;9,84;16,55;;;10,47;12,83;20,08;51,4423;5,4844;9,98;12,27;17,54;51,3707;5,1565;12,29;14,27;21,25;51,4454;5,4854;10,13;12,28;17,76;51,4416;5,4714;9,65;12,04;17,25;51,4816;5,5200;7,95;10,24;17,90;51,4681;5,3901;9,72;11,84;17,86;;51,3469;5,3887;15,10;17,02;23,85;51,4135;5,4707;10,87;12,85;18,09;51,5696;5,3114;13,37;15,54;23,73;51,4332;5,5198;8,42;10,34;17,33;51,4372;5,4234;9,35;11,49;19,30;51,4585;5,4050;12,96;15,52;22,09;51,4445;5,4787;10,24;12,40;18,37;51,4546;5,3887;10,57;13,28;18,81;;51,4492;5,4569;12,27;14,78;20,68;51,4354;5,4800;8,34;10,60;16,24;51,4375;5,4517;10,97;12,53;19,36;51,4797;5,4751;6,87;9,12;14,54;51,5295;5,4719;9,61;11,86;19,20;51,4386;5,4820;12,15;14,60;20,49;51,4687;5,4723;11,41;13,72;19,50;51,4390;5,4650;10,36;13,19;19,25;51,4528;5,4851;12,80;15,13;20,72;51,4320;5,6272;13,14;15,51;24,68;51,5923;5,7813;10,55;13,18;22,48;51,5305;5,2845;9,41;11,67;20,90;51,3564;5,6360;9,28;11,33;21,62;51,5835;5,5480;6,95;9,20;14,75;9,57;12,14;19,67;51,4735;5,6531;10,74;13,15;18,41;51,4692;5,6348;8,55;10,80;16,35;51,4779;5,6568;7,50;9,71;15,19
2021-06-23 00:00:00;2021-06-23 02:00:00;51,4379;5,3581;6,55;9,08;16,94;;51,5107;5,3606;5,45;7,89;16,21;51,4915;5,4392;4,34;7,01;17,37;51,4025;5,3515;11,48;13,88;23,13;51,4567;5,4381;4,42;6,35;15,60;;;5,92;8,50;14,94;51,4423;5,4844;5,89;8,57;15,10;51,3707;5,1565;6,44;8,63;17,16;51,4453;5,4854;5,69;8,14;14,92;51,4416;5,4714;5,55;8,26;15,33;51,4815;5,5200;4,94;7,52;17,85;51,4681;5,3901;4,81;7,13;14,36;;51,3469;5,3887;8,30;10,47;19,43;51,4135;5,4708;5,62;7,78;14,38;51,5696;5,3113;11,12;13,43;22,37;51,4332;5,5198;4,98;7,27;16,37;51,4372;5,4234;5,15;7,54;16,73;51,4585;5,4050;7,06;9,81;17,92;51,4446;5,4787;5,57;8,05;15,02;51,4546;5,3887;5,87;9,02;16,24;;51,4491;5,4569;7,09;9,92;17,16;51,4352;5,4800;5,05;7,72;14,78;51,4375;5,4517;6,23;7,84;16,79;51,4797;5,4751;4,82;7,57;14,02;51,5295;5,4719;6,37;8,97;18,80;51,4381;5,4817;7,42;10,27;17,97;51,4687;5,4724;6,66;9,33;16,52;51,4390;5,4650;6,25;9,50;17,23;51,4528;5,4852;7,46;10,09;17,72;51,4320;5,6272;8,62;11,39;24,63;51,5923;5,7813;7,20;9,98;20,59;51,5305;5,2845;6,10;8,39;18,47;51,3563;5,6360;5,82;8,16;19,92;51,5835;5,5480;4,65;7,27;14,07;6,11;9,13;19,11;51,4735;5,6531;7,35;10,25;16,96;51,4692;5,6348;5,19;7,77;15,07;51,4776;5,6568;4,76;7,31;14,27
2021-06-24 00:00:00;2021-06-24 02:00:00;51,4379;5,3582;11,04;12,98;19,32;;51,5107;5,3607;8,03;9,90;17,78;51,4914;5,4392;6,49;8,54;17,42;51,4025;5,3514;16,31;18,19;25,80;51,4569;5,4383;6,22;7,70;15,02;;;8,66;10,69;16,41;51,4423;5,4844;8,70;10,79;16,42;51,3707;5,1565;9,89;11,55;18,34;51,4453;5,4854;8,91;10,77;16,52;51,4416;5,4714;8,04;10,08;16,00;51,4816;5,5200;6,80;8,71;16,72;51,4681;5,3901;7,32;9,10;15,55;;51,3469;5,3887;12,48;14,27;22,09;51,4135;5,4708;9,15;10,91;16,35;51,5696;5,3114;12,47;14,20;22,00;51,4332;5,5197;7,37;9,05;16,50;51,4372;5,4234;7,27;9,06;17,22;51,4585;5,4050;9,95;12,05;18,50;51,4446;5,4788;8,97;11,00;17,38;51,4546;5,3887;8,66;10,92;17,25;;51,4492;5,4569;10,56;12,72;19,06;51,4350;5,4798;7,07;9,21;15,65;51,4375;5,4517;9,43;10,70;17,80;51,4797;5,4751;5,54;7,42;13,07;51,5295;5,4719;9,03;10,94;19,26;51,4381;5,4817;10,82;13,11;19,79;51,4686;5,4724;10,17;12,23;18,02;51,4390;5,4650;8,76;11,39;19,53;51,4527;5,4852;11,56;13,70;19,66;51,4320;5,6272;13,13;15,40;25,16;51,5923;5,7813;11,15;13,33;22,81;51,5305;5,2846;8,46;10,20;18,62;51,3564;5,6360;7,48;9,24;18,70;51,5835;5,5480;7,16;9,09;14,88;10,11;12,63;21,34;51,4735;5,6531;10,54;12,85;18,55;51,4692;5,6347;8,18;10,20;16,32;51,4779;5,6568;7,83;9,96;16,11
2021-06-25 00:00:00;2021-06-25 02:00:00;51,4379;5,3581;21,44;23,45;27,82;;51,5107;5,3607;16,14;17,61;22,86;51,4914;5,4392;13,60;15,15;20,70;51,4025;5,3514;23,76;25,66;30,28;51,4570;5,4384;13,30;14,54;18,59;;;17,82;19,58;24,02;51,4423;5,4844;18,09;19,78;24,24;51,3707;5,1565;19,22;20,69;25,42;51,4453;5,4854;17,90;19,71;24,10;51,4414;5,4714;17,41;19,14;23,70;51,4816;5,5200;11,50;12,71;16,63;51,4681;5,3901;16,78;18,20;22,36;;51,3469;5,3887;19,05;20,55;25,33;51,4135;5,4708;17,97;19,62;23,68;51,5696;5,3114;19,31;20,52;25,26;51,4332;5,5197;14,81;16,48;22,03;51,4372;5,4234;15,53;17,25;22,50;51,4585;5,4050;21,30;23,33;27,96;51,4447;5,4788;18,68;20,64;25,42;51,4546;5,3888;18,52;20,27;24,89;;51,4492;5,4569;22,06;24,06;28,99;51,4350;5,4799;15,98;17,58;22,36;51,4375;5,4518;17,61;19,27;24,29;51,4797;5,4751;14,44;15,77;19,65;51,5295;5,4718;18,13;19,64;24,98;51,4383;5,4818;21,86;24,03;29,30;51,4686;5,4724;21,54;23,45;28,09;51,4390;5,4650;18,48;20,34;25,10;51,4527;5,4852;23,00;25,04;29,94;51,4320;5,6272;17,39;18,87;23,69;51,5923;5,7813;19,15;20,97;28,23;51,5305;5,2846;17,58;19,23;25,05;51,3565;5,6359;12,33;13,47;18,59;51,5835;5,5480;17,15;19,06;23,44;17,28;19,18;24,64;51,4735;5,6531;16,25;18,02;22,34;51,4693;5,6348;14,61;16,16;20,28;51,4780;5,6568;14,73;16,64;21,02
2021-06-26 00:00:00;2021-06-26 02:00:00;51,4379;5,3582;22,70;25,27;29,59;;51,5108;5,3607;15,77;17,21;21,68;51,4914;5,4392;14,56;16,16;21,63;51,4025;5,3514;25,64;27,85;32,86;51,4568;5,4383;13,34;14,53;18,39;;;18,29;19,87;23,71;51,4423;5,4844;17,49;18,88;22,87;51,3707;5,1565;22,09;24,00;28,91;51,4453;5,4854;17,70;19,38;23,18;51,4414;5,4714;16,91;18,42;22,58;51,4815;5,5200;13,74;15,12;19,23;51,4681;5,3901;16,67;18,12;22,14;;51,3469;5,3888;21,09;23,09;27,97;51,4135;5,4708;17,78;19,63;23,56;51,5696;5,3114;21,86;23,32;28,69;51,4332;5,5197;13,64;15,03;19,63;51,4372;5,4234;14,84;16,49;21,23;51,4584;5,4050;21,00;23,10;27,00;51,4447;5,4788;18,22;19,90;24,14;51,4545;5,3887;18,93;20,52;24,60;;51,4492;5,4569;22,63;24,37;29,07;51,4350;5,4798;16,06;17,44;21,66;51,4375;5,4518;16,38;18,14;22,45;51,4797;5,4751;16,57;17,80;21,63;51,5295;5,4719;19,49;20,88;25,82;51,4388;5,4817;20,67;22,68;27,16;51,4686;5,4724;22,61;24,68;29,06;51,4390;5,4650;18,86;20,48;24,74;51,4527;5,4852;22,43;24,25;28,77;51,4320;5,6272;20,96;22,92;28,10;51,5923;5,7813;20,07;21,54;27,29;51,5304;5,2846;20,05;21,92;27,22;51,3565;5,6360;15,95;17,42;24,02;51,5835;5,5480;18,07;19,89;23,73;19,25;21,13;25,76;51,4735;5,6531;18,08;20,25;24,44;51,4693;5,6349;16,67;18,48;22,40;51,4774;5,6568;16,07;18,04;22,03
2021-06-27 00:00:00;2021-06-27 02:00:00;51,4379;5,3582;16,34;17,77;21,46;;51,5108;5,3606;12,85;13,91;18,15;51,4914;5,4392;11,13;12,19;16,94;51,4025;5,3515;20,05;21,31;25,15;51,4568;5,4385;9,93;10,72;14,17;;;12,22;13,15;16,53;51,4423;5,4844;12,33;13,22;16,65;51,3707;5,1565;14,60;15,60;19,25;51,4453;5,4854;12,45;13,38;16,54;51,4416;5,4713;11,73;12,63;16,03;51,4815;5,5199;9,80;10,72;14,44;51,4681;5,3901;12,58;13,56;17,16;;51,3468;5,3888;15,03;15,98;19,81;51,4135;5,4707;12,92;13,96;17,37;51,5696;5,3114;18,02;19,05;23,81;51,4332;5,5198;9,40;10,19;13,82;51,4372;5,4234;10,71;11,68;15,44;51,4583;5,4050;15,96;17,26;20,97;51,4447;5,4788;12,65;13,71;17,15;51,4546;5,3888;12,82;13,85;17,22;;51,4492;5,4569;15,39;16,41;19,98;51,4350;5,4798;10,41;11,27;14,91;51,4375;5,4518;11,90;12,80;16,29;51,4797;5,4751;10,89;11,69;14,95;51,5295;5,4719;14,90;15,87;19,81;51,4384;5,4816;14,00;15,14;18,69;51,4686;5,4724;15,68;16,89;20,59;51,4390;5,4650;12,51;13,54;17,16;51,4527;5,4851;15,79;16,94;20,51;51,4320;5,6272;14,59;15,70;19,63;51,5923;5,7813;15,73;16,84;21,39;51,5305;5,2846;15,35;16,64;21,02;51,3564;5,6359;10,13;10,98;16,39;51,5835;5,5480;13,50;14,71;18,36;12,46;13,50;17,65;51,4736;5,6531;12,26;13,35;16,71;51,4693;5,6349;10,86;11,78;15,00;51,4778;5,6569;10,65;11,75;14,95
2021-06-28 00:00:00;2021-06-28 02:00:00;51,4379;5,3581;19,10;20,98;24,70;;51,5107;5,3606;14,49;15,76;20,78;51,4914;5,4392;12,14;13,26;17,71;51,4025;5,3514;23,50;25,41;29,55;51,4569;5,4384;12,58;13,45;16,56;;;16,53;17,97;21,47;51,4423;5,4844;16,20;17,47;21,17;51,3707;5,1565;18,25;19,94;23,78;51,4453;5,4854;16,50;17,94;21,36;51,4415;5,4714;15,66;17,08;20,82;51,4815;5,5199;10,39;11,23;14,56;51,4681;5,3901;15,33;16,49;20,23;;51,3468;5,3888;19,36;20,57;23,91;51,4135;5,4708;18,32;19,77;23,09;51,5696;5,3114;17,71;18,47;22,01;51,4332;5,5198;12,74;13,99;17,86;51,4372;5,4233;13,46;14,89;18,95;51,4585;5,4050;19,54;21,31;25,33;51,4447;5,4788;17,02;18,66;22,49;51,4546;5,3887;17,38;18,85;22,28;;51,4492;5,4569;20,45;22,13;26,11;51,4350;5,4798;14,32;15,59;19,31;51,4375;5,4518;16,04;17,57;21,59;51,4797;5,4751;11,55;12,30;15,32;51,5295;5,4719;16,66;17,57;21,69;51,4387;5,4821;19,72;21,55;25,42;51,4686;5,4724;18,49;19,90;23,71;51,4390;5,4650;17,52;19,02;22,73;51,4527;5,4851;19,99;21,60;26,07;51,4320;5,6272;17,39;18,59;22,57;51,5923;5,7812;17,30;18,27;22,31;51,5305;5,2846;15,52;16,57;20,24;51,3565;5,6358;11,96;12,70;16,24;51,5835;5,5480;15,42;16,66;20,05;17,45;18,72;22,72;51,4736;5,6530;16,70;18,28;22,01;51,4693;5,6348;15,29;16,63;20,05;51,4777;5,6568;15,06;16,63;20,44
